"length_url","length_hostname","ip","nb_dots","nb_qm","nb_eq","nb_slash","nb_www","ratio_digits_url","ratio_digits_host","tld_in_subdomain","prefix_suffix","shortest_word_host","longest_words_raw","longest_word_path","phish_hints","nb_hyperlinks","ratio_intHyperlinks","empty_title","domain_in_title","domain_age","google_index","page_rank"
123,46,1,5,1,3,4,1,0.130081301,0,1,0,3,17,17,0,51,1,0,1,3993,1,0
41,11,0,2,0,0,5,0,0,0,0,0,8,8,7,0,0,0,1,1,6315,1,0
31,16,0,1,0,0,3,0,0.032258065,0,0,0,12,12,6,0,82,0.865853659,0,0,4101,1,6
37,20,0,2,0,0,4,0,0.027027027,0,0,0,7,8,6,0,116,0.879310345,0,0,6606,1,5
26,13,0,1,0,0,3,0,0,0,0,0,9,9,4,0,23,0.913043478,0,1,-1,1,0
21,12,0,2,0,0,3,1,0,0,0,0,3,4,0,0,82,0.609756098,0,0,9124,0,7
19,12,0,1,0,0,2,0,0,0,0,0,9,9,0,0,99,0.97979798,0,1,-1,0,0
35,11,0,2,0,0,3,1,0,0,0,0,3,7,7,0,109,0.71559633,0,0,8440,0,7
45,36,0,2,0,0,3,0,0,0,0,0,2,8,0,1,11,0.818181818,0,1,4490,0,3
41,32,0,2,0,0,3,0,0.024390244,0.03125,1,0,11,16,0,0,1,1,0,1,2301,1,3
29,21,0,2,0,0,3,1,0,0,0,0,3,13,0,0,116,0.137931034,0,1,4337,0,4
51,16,0,2,0,0,4,0,0,0,0,0,2,9,9,0,1008,0.988095238,0,0,7130,0,7
32,24,0,2,0,0,3,0,0.09375,0.125,0,0,6,13,0,0,112,0.276785714,0,1,1535,1,2
37,13,0,1,0,0,4,0,0,0,0,0,9,10,10,0,51,0.980392157,0,1,7186,0,5
40,15,0,2,0,0,4,1,0,0,0,0,3,7,7,0,188,0.377659574,0,1,9422,0,7
105,22,0,5,1,1,7,0,0,0,0,0,7,11,11,0,1,1,0,1,4258,1,4
49,17,0,3,0,0,4,1,0.040816327,0,0,0,3,11,11,0,0,0,1,1,8405,0,5
45,29,1,2,0,0,4,0,0.488888889,0.517241379,0,0,9,15,7,0,0,0,1,1,3378,1,4
46,25,0,3,0,0,3,0,0.173913043,0.32,0,0,10,11,7,1,8,1,0,0,1338,1,6
33,25,0,2,0,0,3,1,0,0,0,0,3,17,0,0,50,0.96,0,1,7,1,0
59,20,0,3,1,1,5,1,0,0,0,0,3,12,5,0,226,0.977876106,0,1,3060,0,2
74,23,0,3,0,0,3,1,0.081081081,0,0,0,3,15,8,0,64,0.859375,0,1,2783,0,5
48,16,0,2,0,0,5,0,0,0,0,0,12,12,7,0,32,0.125,0,1,4410,1,1
56,11,0,1,0,0,4,0,0.017857143,0,0,0,7,10,10,0,414,0.623188406,0,0,3270,0,5
62,39,0,2,0,0,4,0,0,0,0,0,3,18,7,0,31,0.032258065,0,0,1015,1,2
94,28,1,3,0,0,6,0,0.212765957,0,0,1,3,32,32,0,31,0.032258065,0,0,1016,1,2
237,15,1,2,1,3,8,0,0.371308017,0,0,0,11,64,64,2,16,0.9375,0,1,241,1,0
33,12,1,2,1,0,3,1,0.212121212,0,0,0,3,7,7,0,580,0.748275862,0,0,8965,0,8
37,28,0,2,0,0,3,1,0,0,0,0,3,20,0,0,241,0.954356846,0,1,4672,0,2
127,61,1,3,1,1,3,0,0.330708661,0.344262295,0,0,4,32,32,0,51,0.588235294,0,1,1669,1,0
39,25,0,2,0,0,4,0,0.205128205,0.32,0,0,10,11,5,0,8,1,0,0,1338,1,6
29,20,0,2,0,0,3,0,0.103448276,0.15,0,0,5,11,0,0,8,1,0,0,1336,0,6
89,23,1,3,0,0,10,1,0.157303371,0,0,1,3,16,15,4,30,1,0,1,-1,1,2
51,21,0,2,0,0,6,0,0.058823529,0,0,0,4,12,8,0,23,1,0,1,2315,1,0
37,16,0,2,0,0,4,0,0,0,0,0,4,8,8,0,48,0.916666667,0,1,5440,0,6
87,14,1,1,0,0,7,0,0.218390805,0,0,1,10,32,32,3,57,1,0,1,244,1,0
35,13,0,2,0,0,3,0,0.085714286,0,0,1,3,5,4,0,0,0,1,1,44,1,0
39,31,0,2,0,0,3,0,0.076923077,0.096774194,0,0,13,13,0,0,241,0.456431535,0,1,1547,1,2
77,22,0,3,0,0,5,1,0.077922078,0,0,0,3,14,9,0,3822,0.976713762,0,1,3468,0,6
89,13,0,3,0,0,6,1,0,0,0,1,3,11,11,0,0,0,1,1,7224,0,6
26,18,0,2,0,0,3,0,0,0,0,0,5,8,0,0,7,0.857142857,0,1,8756,1,3
24,16,0,3,0,0,3,1,0,0,0,0,3,4,0,0,96,0.75,0,1,-1,0,5
55,21,0,2,0,0,4,0,0,0,0,0,6,11,11,0,69,0.637681159,0,1,7619,0,5
37,30,0,3,0,0,2,1,0,0,0,0,3,13,0,0,0,0,1,1,720,1,0
54,14,1,1,0,0,3,0,0.388888889,0,0,0,10,32,32,0,0,0,1,1,5233,1,3
38,29,0,1,0,0,3,0,0,0,0,0,3,9,0,0,3,0,0,1,5,1,0
92,22,1,2,0,0,8,0,0.195652174,0,0,1,15,32,32,3,11,1,0,1,-1,1,1
79,17,0,3,0,0,4,1,0.063291139,0,0,0,3,10,10,0,206,0.27184466,0,1,3602,1,5
19,11,0,2,0,0,3,1,0,0,0,0,3,4,0,0,101,0.891089109,0,1,-1,0,2
54,21,0,2,0,0,5,1,0.018518519,0,0,0,3,13,9,0,7,0.285714286,0,1,5848,1,4
19,11,0,2,0,0,3,1,0,0,0,0,3,3,0,0,55,0.909090909,0,0,8822,0,4
34,12,0,2,0,0,3,0,0,0,0,0,8,8,5,0,56,0.946428571,0,0,774,0,2
60,31,1,5,0,0,3,0,0.166666667,0.322580645,0,0,1,15,15,0,21,0.19047619,0,1,5615,1,5
43,14,1,4,0,0,4,0,0.302325581,0.785714286,1,0,2,9,9,0,0,0,1,1,-1,1,0
46,21,0,3,0,0,4,2,0,0,0,0,3,12,12,0,43,0.511627907,0,1,-1,1,2
25,16,0,2,0,0,3,1,0,0,0,0,3,9,0,0,145,0.889655172,0,0,1954,0,3
33,11,0,1,0,0,3,0,0,0,0,0,7,13,13,0,25,0.52,1,1,7491,1,10
33,24,0,2,0,0,3,1,0,0,0,0,3,16,0,0,152,0.947368421,0,1,-1,0,5
52,26,0,2,0,0,4,1,0,0,0,0,3,18,10,0,139,0.81294964,0,1,6680,0,5
77,16,0,2,1,1,6,0,0.038961039,0,0,0,5,28,28,1,10,0,0,0,8348,1,10
24,16,0,2,0,0,3,1,0,0,0,0,3,8,0,0,592,0.988175676,0,1,2371,0,4
77,23,1,1,0,0,5,0,0.233766234,0,0,0,19,32,32,0,30,0.966666667,0,1,5767,1,2
90,20,0,4,1,1,4,0,0.055555556,0,0,1,3,26,26,0,32,0.59375,0,1,254,1,0
59,42,0,5,0,0,3,0,0.016949153,0.023809524,0,0,1,9,4,0,21,0.19047619,0,1,5627,1,5
23,14,0,2,0,0,3,1,0,0,0,0,3,7,0,0,70,0.842857143,0,1,6529,0,3
67,26,0,3,0,0,4,1,0,0,0,0,3,18,10,0,0,0,0,0,2488,1,2
52,20,0,3,0,0,5,1,0,0,0,0,3,12,9,1,38,0.947368421,0,0,-2,0,3
33,16,0,4,0,0,3,1,0.03030303,0,0,0,2,6,5,0,25,0.84,0,1,-1,1,1
31,22,0,2,0,0,3,1,0,0,0,0,3,14,0,0,995,0.990954774,0,1,6660,0,2
34,26,0,2,0,0,3,1,0,0,0,0,3,19,0,0,57,0.719298246,0,1,3539,0,3
37,17,0,3,1,1,3,1,0.054054054,0,0,0,3,9,4,0,8,1,0,1,8088,0,4
31,13,0,3,0,0,3,1,0,0,0,0,3,6,5,0,100,0.76,0,1,-1,1,1
23,15,0,2,0,0,3,1,0,0,0,0,3,7,0,0,74,0.27027027,0,1,8430,0,7
26,19,0,2,0,0,2,0,0,0,0,0,8,8,0,0,131,0.183206107,0,0,8944,0,4
47,25,0,2,0,0,3,1,0,0,0,0,3,17,14,0,207,0.8647343,0,1,6259,0,6
81,27,1,2,0,0,5,1,0.222222222,0,0,0,3,32,32,0,30,0.966666667,0,1,5767,1,2
33,14,0,2,0,0,3,0,0.151515152,0.142857143,0,0,3,10,10,0,8,0.125,0,1,1953,0,3
36,27,0,2,0,0,3,0,0.027777778,0.037037037,0,0,9,13,0,0,233,0.128755365,0,1,7447,0,8
65,22,0,3,0,0,5,0,0,0,0,1,8,9,6,0,0,0,1,1,6201,0,5
315,9,1,3,1,7,5,0,0.361904762,0,0,1,5,32,32,0,39,0.871794872,0,0,7499,1,2
41,18,0,2,0,0,4,0,0,0,0,0,2,11,4,0,140,0.964285714,0,0,2683,0,4
52,18,0,3,0,0,5,1,0,0,0,0,3,10,8,0,0,0,1,1,-1,1,1
25,17,0,2,0,0,3,1,0,0,0,0,3,9,0,0,102,0.656862745,0,0,2038,0,3
126,38,0,2,1,0,6,0,0,0,0,1,12,53,53,4,0,0,1,1,322,1,0
33,24,0,2,0,0,3,1,0,0,0,0,3,16,0,0,148,0.831081081,0,0,7737,0,4
44,32,1,4,0,0,4,0,0.136363636,0.15625,0,0,2,9,3,0,4,0.25,0,1,1534,1,0
22,14,0,2,0,0,3,1,0,0,0,0,3,6,0,0,90,0.422222222,0,0,7701,0,3
36,27,0,2,0,0,3,1,0,0,0,0,3,19,0,0,260,0.023076923,0,1,3799,0,5
49,31,0,2,0,0,4,0,0,0,0,1,7,10,9,0,152,0.651315789,0,1,2128,1,4
30,22,0,2,0,0,3,0,0,0,0,0,8,9,0,0,123,0.308943089,0,1,7298,0,5
64,43,1,5,0,0,4,0,0.25,0.372093023,0,0,1,14,5,0,0,0,1,1,5616,1,5
110,18,1,3,1,2,4,0,0.190909091,0,0,0,3,32,32,0,30,1,0,1,-1,0,5
27,19,0,2,0,0,3,1,0,0,0,0,3,11,0,0,184,0.983695652,0,1,2964,0,3
82,26,0,3,1,2,5,0,0.06097561,0.076923077,0,0,10,14,14,0,1,0,1,1,7083,1,3
217,22,1,9,0,0,4,0,0.152073733,0,0,0,18,31,31,0,11,0.272727273,0,1,874,1,0
27,16,0,2,0,0,4,1,0,0,0,1,3,4,2,0,35,0.171428571,0,1,6791,0,3
26,17,0,2,0,0,3,1,0,0,0,0,3,9,0,0,67,0.985074627,0,0,4441,0,5
34,25,0,2,0,0,3,1,0,0,0,0,3,17,0,0,97,0.783505155,0,1,4558,0,4
107,17,0,3,1,1,10,0,0,0,0,1,14,14,13,4,6,0.333333333,0,1,4609,1,3
86,19,0,3,0,0,8,1,0.023255814,0,0,1,3,12,9,3,4,1,0,1,6249,1,0
24,15,0,2,0,0,3,1,0,0,0,1,2,4,0,0,253,0.300395257,0,1,2842,0,2
31,23,0,2,0,0,3,0,0,0,0,0,6,12,0,0,103,0.932038835,0,1,7189,1,2
40,22,0,2,0,0,4,0,0.125,0.181818182,0,0,8,9,6,1,116,0.879310345,0,0,6606,1,5
26,17,0,2,0,0,3,1,0,0,0,0,3,9,0,0,118,0.516949153,0,0,3020,0,3
53,15,0,2,0,0,4,1,0.037735849,0,0,0,3,11,11,0,66,0.848484848,0,0,8833,0,6
19,4,0,1,0,0,3,0,0,0,0,0,1,6,6,0,1,0,0,1,-1,1,6
23,14,0,2,0,0,3,0,0,0,0,0,2,3,0,0,22,1,0,0,711,0,2
43,34,0,2,0,0,3,0,0,0,0,0,11,18,0,1,47,0,0,1,1950,1,1
128,54,1,5,1,3,4,1,0.203125,0,1,1,3,17,17,0,4,1,0,1,4003,1,0
25,16,0,3,0,0,3,1,0.2,0.3125,0,0,3,5,0,0,54,0.907407407,0,0,3165,0,4
68,42,1,4,0,0,4,0,0.132352941,0,1,0,3,15,15,0,51,1,0,1,3993,1,0
47,12,0,3,0,0,4,1,0,0,0,0,3,8,8,0,51,0.960784314,0,1,8387,0,5
125,50,1,4,1,3,4,0,0.128,0,1,1,3,17,17,0,51,1,0,1,3993,1,0
39,19,0,2,0,0,4,1,0,0,0,0,3,11,11,0,105,0.819047619,0,1,8051,0,4
61,14,0,5,0,0,6,1,0,0,0,0,3,12,12,1,94,0.936170213,0,1,-1,1,2
43,12,0,3,0,0,5,1,0.046511628,0,0,0,3,7,7,0,0,0,1,1,-1,0,6
43,21,0,1,0,0,4,0,0,0,0,0,17,17,7,1,59,0.796610169,0,1,31,1,0
47,29,0,2,0,0,4,1,0,0,0,0,3,21,9,0,0,0,1,1,-1,1,1
22,13,0,2,0,0,3,1,0,0,0,0,3,6,0,0,14,0.571428571,0,1,5576,0,4
147,24,1,2,0,0,11,1,0.244897959,0,0,0,3,32,32,1,2,0.5,0,1,376,1,0
17,9,0,2,0,0,3,1,0,0,0,0,2,3,0,0,573,0.982547993,0,1,-1,0,4
132,16,1,3,1,1,4,0,0.03030303,0,0,0,5,80,80,0,9,0,0,1,7765,0,5
55,38,0,5,0,0,3,0,0,0,0,0,1,7,4,0,21,0.19047619,0,1,5626,1,5
84,14,0,3,0,0,3,0,0,0,0,0,3,13,13,0,0,0,1,1,540,1,0
58,28,0,2,0,0,4,1,0,0,0,0,3,17,17,0,63,0.936507937,0,1,2784,0,3
62,31,1,4,0,0,6,0,0.161290323,0.322580645,0,0,1,14,9,0,21,0.19047619,0,1,5616,1,5
32,24,1,3,0,0,3,0,0.21875,0.291666667,0,1,3,8,0,0,21,0.428571429,0,1,8093,1,4
40,32,0,2,0,0,3,1,0,0,0,0,3,24,0,1,24,0.291666667,0,1,2004,0,2
35,10,0,3,0,0,4,0,0.028571429,0,0,0,4,7,7,0,0,0,1,1,-1,1,0
54,23,0,2,0,0,5,0,0.018518519,0,0,1,9,9,8,0,75,0.106666667,0,1,135,1,0
71,24,0,2,0,0,7,1,0,0,0,1,3,16,12,3,32,0.75,0,1,2694,1,0
30,21,0,2,0,0,3,1,0,0,0,0,3,13,0,0,99,0.262626263,0,1,2736,0,5
45,17,0,2,0,0,6,1,0,0,0,0,3,9,6,1,588,0.969387755,0,1,4089,1,0
96,20,1,3,1,1,7,0,0.114583333,0,0,1,14,30,30,2,270,0.696296296,0,1,971,1,0
34,26,0,2,0,0,3,0,0,0,0,1,5,8,0,0,102,0.480392157,0,1,7298,0,5
67,22,0,3,0,0,6,1,0,0,0,0,3,14,13,0,6,0.166666667,0,1,4212,1,0
69,38,0,3,0,0,3,0,0,0,0,0,10,23,8,0,211,0.483412322,0,1,323,1,0
54,16,0,3,0,0,3,0,0,0,0,0,4,7,7,0,64,0.640625,0,1,4968,0,4
73,18,0,2,0,0,4,1,0.02739726,0,0,0,3,10,9,0,195,0.702564103,0,1,5222,0,8
44,16,0,2,0,0,4,0,0,0,0,0,2,9,8,0,1323,0.905517763,0,0,7133,0,7
71,7,0,3,1,1,5,0,0.014084507,0,0,0,4,10,10,0,2,1,1,1,1079,0,6
32,25,0,2,0,0,2,0,0,0,0,0,9,12,0,0,6,0,0,0,7412,1,2
122,29,0,2,0,0,7,0,0.073770492,0,0,1,2,40,40,1,26,0.115384615,0,1,8019,1,4
76,50,1,4,0,0,4,0,0.118421053,0,1,1,3,15,15,0,51,1,0,1,3993,1,0
138,27,0,2,1,1,7,0,0.036231884,0,0,1,2,41,41,0,7,0,0,1,8018,1,4
61,12,0,1,0,0,4,0,0,0,0,0,8,8,8,0,94,0.659574468,0,0,3022,0,5
100,18,1,3,0,0,3,1,0.12,0,0,0,3,15,15,0,841,0.248513674,0,1,5797,1,5
32,25,0,2,0,0,2,0,0.03125,0.04,0,0,8,12,0,0,14,0.071428571,0,1,7295,1,5
19,6,0,1,0,0,3,0,0,0,0,0,3,5,5,0,0,0,0,1,3166,1,7
72,17,0,5,0,0,6,0,0.222222222,0,0,0,3,7,7,0,0,0,1,1,-1,1,5
52,23,0,2,0,0,4,1,0.038461538,0,0,0,3,15,9,0,268,0.973880597,0,1,-1,1,4
27,14,0,2,0,0,3,1,0,0,0,0,3,6,5,0,41,0.902439024,0,0,6535,0,4
37,28,0,2,0,0,3,0,0,0,0,0,8,15,0,0,14,0.071428571,0,1,7295,1,5
37,29,0,3,0,0,2,0,0.027027027,0.034482759,0,0,3,13,0,0,53,0.132075472,0,1,-1,0,0
54,19,0,1,0,0,6,0,0.018518519,0,0,1,15,15,8,3,6,0.666666667,0,1,836,1,0
33,17,0,2,0,0,4,1,0,0,0,0,3,9,7,0,1,1,1,1,5074,0,4
49,24,0,2,0,0,5,0,0,0,0,1,9,10,10,0,709,0.778561354,0,1,7118,1,4
50,23,0,3,0,0,5,0,0.12,0,0,0,8,10,5,0,34,0.147058824,0,1,7297,1,5
29,16,0,2,0,0,3,0,0,0,0,0,12,12,3,0,13,0.923076923,0,1,1515,1,0
30,22,0,2,0,0,3,1,0,0,0,0,3,14,0,0,261,0.9348659,0,1,6773,0,4
139,54,1,5,1,3,4,1,0.115107914,0,1,1,3,17,17,0,4,1,0,1,4003,1,0
61,16,0,2,0,0,3,1,0.098360656,0,0,0,3,12,12,0,89,0.93258427,0,1,7913,0,6
82,16,0,2,1,1,6,0,0.048780488,0,0,0,5,30,30,1,10,0,0,0,8348,1,10
39,18,0,1,0,0,4,0,0,0,0,1,14,14,5,2,23,0.260869565,0,1,162,1,0
105,15,0,2,1,1,6,0,0.038095238,0,0,1,4,29,29,1,33,0.393939394,0,1,8346,1,10
82,20,0,3,0,0,8,0,0.036585366,0,0,0,4,9,9,0,397,0.526448363,0,1,-1,0,4
41,34,0,2,0,0,2,0,0,0,0,0,8,21,0,0,34,0.088235294,0,1,7299,0,5
25,16,0,2,0,0,3,1,0,0,0,1,2,6,0,0,34,0.441176471,0,0,-1,0,3
56,21,0,3,0,0,3,1,0,0,0,0,3,13,10,0,232,0.99137931,0,0,6843,0,5
47,31,1,5,0,0,3,0,0.212765957,0.322580645,0,0,1,14,4,0,21,0.19047619,0,1,5616,1,5
47,13,0,3,0,0,6,1,0,0,0,0,3,6,6,1,0,0,0,1,2869,1,0
42,13,0,2,0,0,6,0,0,0,0,0,7,9,9,0,6,0.333333333,0,1,1337,1,0
64,32,0,2,0,0,5,0,0.046875,0.09375,0,0,13,14,7,0,84,0.142857143,0,1,1536,1,2
45,14,0,3,1,1,4,1,0,0,0,1,1,5,5,0,0,0,0,1,6402,1,2
36,20,0,3,0,0,3,1,0,0,0,0,3,12,4,0,0,0,1,1,716,1,4
33,24,0,2,0,0,3,1,0,0,0,0,3,16,0,0,100,0.52,0,1,3433,0,6
36,9,0,1,0,0,5,0,0.111111111,0,0,0,5,11,11,0,60,0.95,0,0,3231,0,5
44,21,0,4,0,0,4,1,0.022727273,0,0,0,3,8,5,0,22,1,0,1,12872,1,5
39,32,0,2,0,0,2,0,0.025641026,0.03125,0,0,8,19,0,0,14,0.071428571,0,1,7295,1,5
27,15,0,2,0,0,4,1,0,0,0,0,3,7,2,0,67,0.805970149,0,0,3434,0,5
22,13,0,1,0,0,3,0,0,0,0,0,10,10,0,0,64,0.9375,0,0,3328,0,3
25,17,0,2,0,0,3,1,0,0,0,0,3,10,0,0,85,0.317647059,0,1,-1,0,4
55,16,0,2,0,0,5,1,0.018181818,0.0625,0,0,3,8,5,0,607,0.990115321,0,1,8159,0,3
22,15,0,1,0,0,2,0,0,0,0,0,11,11,0,0,5,1,0,1,-1,0,2
50,13,1,5,0,0,5,1,0.2,0.769230769,1,0,2,7,7,1,44,0.545454545,0,1,-1,1,0
64,14,0,2,0,0,7,1,0,0,0,1,3,12,12,0,685,0.944525547,0,0,8765,0,6
62,11,0,2,0,0,6,1,0,0,0,1,3,11,11,0,274,0.912408759,0,1,8469,0,4
75,25,0,4,1,0,6,1,0.026666667,0,0,0,3,18,7,1,83,0.843373494,0,1,1854,1,2
26,13,0,2,0,0,3,1,0.076923077,0,0,0,3,6,5,0,7,0.714285714,0,1,3388,1,3
43,15,0,2,0,0,4,1,0,0,0,0,3,14,14,0,55,0.472727273,0,0,5637,0,10
169,14,0,5,1,9,9,1,0.023668639,0,0,0,3,12,12,1,0,0,0,0,8348,1,10
160,21,1,3,1,4,6,1,0.1,0,0,1,3,43,43,2,23,0.782608696,0,1,4284,1,1
67,11,0,1,0,0,7,0,0.164179104,0.181818182,0,0,7,7,7,0,67,0.701492537,0,0,4950,0,7
79,15,0,2,0,0,5,0,0.101265823,0,0,0,11,11,10,1,80,0.3625,0,1,3347,1,2
42,16,0,3,0,0,3,1,0,0,0,1,3,8,8,0,31,0.709677419,0,1,5913,0,5
46,14,0,1,0,0,5,0,0,0,0,0,10,12,12,0,16,0.125,0,1,1794,1,0
56,16,0,2,0,0,4,0,0,0,0,0,2,9,9,0,719,0.984700974,0,0,7134,0,7
32,24,0,2,0,0,3,0,0,0,0,0,8,11,0,0,22,0.318181818,0,1,2835,1,2
124,46,1,5,1,3,5,1,0.225806452,0,1,0,3,17,17,0,4,1,0,1,4003,1,0
66,20,0,3,0,0,5,1,0,0,0,0,3,14,14,0,432,0.664351852,0,1,-1,0,5
33,16,0,2,0,0,4,0,0,0,0,0,2,9,4,0,543,0.948434622,0,1,7130,0,7
30,15,0,3,0,0,4,0,0,0,0,1,2,8,2,1,1,0,0,1,-1,1,2
90,15,0,2,0,0,4,1,0,0,0,0,3,13,13,0,155,0.916129032,0,1,-1,0,6
38,25,0,2,0,0,4,0,0.210526316,0.32,0,0,10,11,3,0,8,1,0,0,1338,1,6
36,22,0,2,0,0,4,1,0,0,0,0,3,14,4,0,247,0.987854251,0,1,8323,1,3
51,15,0,2,0,0,5,1,0.058823529,0,0,0,3,8,8,0,299,0.769230769,0,0,9285,0,7
27,15,0,2,0,0,4,1,0,0,0,0,3,7,2,0,333,0.975975976,0,0,1801,0,4
23,15,0,2,0,0,3,1,0,0,0,0,3,7,0,0,1,1,0,1,56,1,0
29,20,0,2,0,0,3,1,0,0,0,0,3,13,0,0,36,0.777777778,0,1,2613,0,3
25,17,0,2,0,0,3,1,0,0,0,0,3,9,0,0,96,0.354166667,0,0,1496,0,2
165,23,1,6,0,0,9,1,0.078787879,0,0,1,3,17,17,3,4,1,0,1,3064,1,1
54,26,0,2,0,0,3,1,0,0,0,0,3,18,11,0,41,0.780487805,0,1,5934,0,4
72,24,0,3,0,0,5,0,0.041666667,0,0,1,4,8,7,0,38,0.842105263,0,0,7590,1,5
34,26,0,2,0,0,3,0,0.088235294,0.115384615,0,0,8,13,0,0,119,0.218487395,0,1,1547,1,2
58,19,0,3,0,0,5,1,0,0,0,0,3,11,9,0,369,0.986449864,0,0,6983,1,6
60,27,0,3,0,0,5,0,0,0,0,0,3,19,8,0,20,0.2,0,1,829,1,0
61,20,0,4,0,0,6,1,0.016393443,0,0,0,3,10,9,0,417,0.940047962,0,0,7526,0,4
27,18,0,2,0,0,3,1,0.037037037,0.055555556,0,0,3,10,0,0,47,0.404255319,0,1,3861,0,2
49,13,0,3,0,0,5,1,0.020408163,0,0,0,3,9,9,0,127,0.929133858,0,0,8705,0,5
45,37,0,1,0,0,3,0,0,0,0,0,31,31,0,0,0,0,1,1,258,1,0
126,14,0,4,0,0,10,1,0.03968254,0,0,1,3,19,19,2,15,0.933333333,0,1,2204,1,0
66,23,0,5,1,1,3,0,0,0,0,0,3,15,7,0,9,0.666666667,0,1,2238,0,0
68,42,1,4,0,0,4,0,0.102941176,0,1,0,3,15,15,0,51,1,0,1,3992,1,0
34,26,0,2,0,0,3,1,0,0,0,0,3,14,0,1,0,0,0,1,437,1,1
81,12,0,4,0,0,6,1,0.061728395,0.166666667,0,0,3,15,15,0,5,1,0,1,135,1,0
22,14,0,2,0,0,3,1,0,0,0,0,3,6,0,1,259,0.984555985,0,1,6311,0,4
42,11,0,2,0,0,4,0,0,0,0,0,2,9,9,0,18,0.722222222,0,1,7496,1,4
31,13,0,2,0,0,3,1,0,0,0,0,3,9,9,1,152,0.736842105,0,1,3781,1,7
107,18,1,2,0,0,5,0,0.186915888,0,0,1,6,12,12,0,247,0.311740891,0,1,7764,0,5
28,19,0,2,0,0,3,1,0,0,0,0,3,11,0,0,77,0.675324675,0,1,2025,0,4
29,20,0,2,0,0,3,1,0,0,0,0,3,12,0,0,131,0.992366412,0,0,5239,0,3
17,8,0,1,0,0,3,0,0,0,0,0,5,5,0,0,29,1,0,0,-1,0,4
52,22,0,4,0,0,4,1,0.038461538,0,0,1,3,13,13,1,4,1,0,1,13,1,0
128,50,1,4,1,3,5,0,0.1875,0,1,1,3,17,17,0,51,1,0,1,3993,1,0
64,22,1,3,0,0,5,0,0.109375,0,0,0,5,12,9,0,4,1,0,1,224,1,0
54,16,0,2,0,0,4,1,0.092592593,0,0,1,3,8,8,0,761,0.934296978,0,1,2630,0,7
25,12,0,1,0,0,4,0,0,0,0,0,8,8,4,0,4,1,0,1,614,1,0
48,16,0,2,0,0,6,1,0,0,0,0,3,8,8,1,1,1,0,1,2241,1,0
56,26,0,2,0,0,4,1,0,0,0,1,3,11,11,0,65,1,0,1,6036,1,5
84,10,0,2,1,0,7,0,0.05952381,0,0,0,4,13,13,0,96,0.958333333,0,0,-1,0,5
80,13,0,3,0,0,9,1,0,0,0,1,3,8,8,4,10,0.1,0,1,4503,1,0
52,16,0,2,0,0,4,0,0,0,0,0,5,10,10,2,1,0,0,0,8346,0,10
18,6,0,1,0,0,3,0,0.055555556,0,0,0,3,4,4,0,5,1,0,0,-1,0,4
71,21,0,2,0,0,5,1,0,0,0,0,3,13,9,0,64,0.609375,0,1,6257,1,7
47,16,0,2,0,0,4,0,0,0,0,0,2,9,9,0,235,0.910638298,0,0,7133,0,7
105,23,1,3,1,4,3,0,0.123809524,0,0,0,6,35,35,0,0,0,1,1,5804,1,2
39,22,0,3,0,0,3,0,0.051282051,0.090909091,0,1,4,7,5,1,103,0.932038835,0,1,7328,1,0
36,14,0,1,0,1,5,0,0,0,0,0,10,10,5,1,22,0.818181818,0,1,1479,1,1
68,42,1,4,0,0,4,0,0.191176471,0,1,0,3,15,15,0,51,1,0,1,3993,1,0
29,17,0,2,0,0,4,1,0,0,0,0,3,9,3,0,0,0,1,1,-1,0,3
118,21,0,3,0,0,7,1,0,0,0,1,3,11,9,0,154,0.967532468,0,0,8757,0,6
34,25,0,2,0,0,3,0,0,0,0,0,9,11,0,0,127,0.94488189,0,0,2301,0,3
99,22,0,2,0,0,5,0,0.060606061,0,0,0,4,13,9,0,174,0.718390805,0,1,4057,0,5
31,22,0,2,0,0,3,1,0,0,0,0,3,15,0,0,220,0.813636364,0,0,-1,0,1
48,26,0,2,0,0,4,0,0,0,0,0,9,10,7,0,33,0.606060606,0,0,2348,1,2
49,31,1,2,0,0,5,0,0.142857143,0.193548387,0,1,8,9,6,0,116,0.879310345,0,0,6605,1,5
36,27,0,2,0,0,3,1,0,0,0,0,3,19,0,0,257,0.929961089,0,1,3872,0,3
25,18,0,2,0,0,2,0,0,0,0,0,6,7,0,0,12,0.75,0,1,5159,0,8
47,16,0,2,0,0,5,1,0,0,0,0,3,13,13,2,33,0.242424242,0,1,2252,1,1
58,18,1,2,1,1,5,0,0.120689655,0,0,0,6,10,10,0,98,0.908163265,0,1,8350,0,10
37,10,0,2,0,0,3,0,0,0,0,0,3,12,12,0,88,0.784090909,0,1,3911,0,2
25,12,0,1,0,0,3,0,0.12,0,0,0,9,9,0,0,19,0.947368421,0,1,5437,1,2
31,16,0,2,0,0,4,1,0,0,0,0,3,8,5,0,19,0.526315789,0,1,4340,1,6
40,22,0,2,0,0,3,1,0,0,0,0,3,14,10,0,193,0.994818653,0,1,7587,0,5
62,13,0,2,0,0,5,1,0.129032258,0,0,0,3,9,9,0,547,0.983546618,0,0,7985,1,6
49,9,0,1,0,0,3,0,0,0,0,0,5,9,9,0,26,0.730769231,0,1,4721,1,4
25,16,0,2,0,0,3,1,0,0,0,0,3,9,0,0,15,0.8,0,0,-1,0,2
